STN	YYYYMMDD	FF
321	20010621	40
321	20010621	30
321	20010621	40
321	20010621	30
321	20010621	40
321	20010621	40
321	20010621	50
321	20010622	60
321	20010622	60
321	20010622	60
321	20010622	60
321	20010622	60
321	20010622	70
321	20010622	70
321	20010622	80
321	20010622	90
321	20010622	90
321	20010622	80
321	20010622	80
321	20010622	80
321	20010622	70
321	20010622	70
321	20010622	70
321	20010622	60
321	20010622	60
321	20010622	60
321	20010622	50
321	20010622	60
321	20010622	60
321	20010622	50
321	20010622	20
321	20010623	30
321	20010623	30
321	20010623	40
321	20010623	30
321	20010623	30
321	20010623	20
321	20010623	10
321	20010623	10
321	20010623	10
321	20010623	10
321	20010623	10
321	20010623	30
321	20010623	40
321	20010623	40
321	20010623	30
321	20010623	30
321	20010623	40
321	20010623	40
321	20010623	50
321	20010623	60
321	20010623	60
321	20010623	60
321	20010623	60
321	20010623	50
321	20010624	40
321	20010624	30
321	20010624	30
321	20010624	20
321	20010624	20
321	20010624	50
321	20010624	40
321	20010624	20
321	20010624	30
321	20010624	40
321	20010624	50
321	20010624	50
321	20010624	50
321	20010624	70
321	20010624	60
321	20010624	70
321	20010624	60
321	20010624	60
321	20010624	50
321	20010624	50
321	20010624	50
321	20010624	50
321	20010624	40
321	20010624	40
321	20010625	40
321	20010625	40
321	20010625	40
321	20010625	40
321	20010625	40
321	20010625	40
321	20010625	40
321	20010625	30
321	20010625	40
321	20010625	40
321	20010625	40
321	20010625	30
321	20010625	40
321	20010625	40
321	20010625	50
321	20010625	60
321	20010625	50
321	20010625	50
321	20010625	50
321	20010625	70
321	20010625	70
321	20010625	80
321	20010625	90
321	20010625	80
321	20010626	90
321	20010626	80
321	20010626	70
321	20010626	60
321	20010626	60
321	20010626	60
321	20010626	60
321	20010626	70
321	20010626	70
321	20010626	70
321	20010626	80
321	20010626	90
321	20010626	90
321	20010626	90
321	20010626	80
321	20010626	90
321	20010626	90
321	20010626	90
321	20010626	90
321	20010626	90
321	20010626	90
321	20010626	100
321	20010626	90
321	20010626	90
321	20010627	100
321	20010627	80
321	20010627	90
321	20010627	150
321	20010627	150
321	20010627	100
321	20010627	100
321	20010627	110
321	20010627	100
321	20010627	80
321	20010627	90
321	20010627	80
321	20010627	80
321	20010627	90
321	20010627	90
321	20010627	100
321	20010627	100
321	20010627	110
321	20010627	120
321	20010627	110
321	20010627	100
321	20010627	100
321	20010627	90
321	20010627	80
321	20010628	80
321	20010628	60
321	20010628	60
321	20010628	50
321	20010628	50
321	20010628	60
321	20010628	80
321	20010628	80
321	20010628	80
321	20010628	70
321	20010628	70
321	20010628	80
321	20010628	100
321	20010628	100
321	20010628	90
321	20010628	110
321	20010628	110
321	20010628	100
321	20010628	100
321	20010628	100
321	20010628	90
321	20010628	90
321	20010628	80
321	20010628	80
321	20010629	70
321	20010629	60
321	20010629	60
321	20010629	60
321	20010629	60
321	20010629	60
321	20010629	80
321	20010629	60
321	20010629	90
321	20010629	100
321	20010629	80
321	20010629	60
321	20010629	50
321	20010629	60
321	20010629	60
321	20010629	60
321	20010629	60
321	20010629	60
321	20010629	60
321	20010629	70
321	20010629	70
321	20010629	50
321	20010629	50
321	20010629	50
321	20010630	60
321	20010630	60
321	20010630	60
321	20010630	70
321	20010630	70
321	20010630	60
321	20010630	70
321	20010630	60
321	20010630	70
321	20010630	80
321	20010630	70
321	20010630	70
321	20010630	70
321	20010630	70
321	20010630	70
321	20010630	80
321	20010630	80
321	20010630	60
321	20010630	80
321	20010630	70
321	20010630	70
321	20010630	70
321	20010630	70
321	20010630	70
321	20010701	70
321	20010701	80
321	20010701	60
321	20010701	70
321	20010701	60
321	20010701	60
321	20010701	60
321	20010701	50
321	20010701	50
321	20010701	50
321	20010701	50
321	20010701	50
321	20010701	50
321	20010701	50
321	20010701	60
321	20010701	60
321	20010701	50
321	20010701	40
321	20010701	20
321	20010701	10
321	20010701	10
321	20010701	20
321	20010701	20
321	20010701	10
321	20010702	10
321	20010702	10
321	20010702	20
321	20010702	20
321	20010702	30
321	20010702	20
321	20010702	20
321	20010702	20
321	20010702	20
321	20010702	20
321	20010702	30
321	20010702	30
321	20010702	20
321	20010702	10
321	20010702	10
321	20010702	0
321	20010702	20
321	20010702	30
321	20010702	30
321	20010702	60
321	20010702	60
321	20010702	60
321	20010702	60
321	20010702	60
321	20010703	60
321	20010703	50
321	20010703	60
321	20010703	60
321	20010703	50
321	20010703	50
321	20010703	60
321	20010703	50
321	20010703	50
321	20010703	50
321	20010703	50
321	20010703	60
321	20010703	60
321	20010703	70
321	20010703	70
321	20010703	70
321	20010703	70
321	20010703	80
321	20010703	80
321	20010703	90
321	20010703	100
321	20010703	100
321	20010703	90
321	20010703	80
321	20010704	80
321	20010704	80
321	20010704	80
321	20010704	90
321	20010704	80
321	20010704	80
321	20010704	80
321	20010704	80
321	20010704	70
321	20010704	70
321	20010704	70
321	20010704	70
321	20010704	60
321	20010704	50
321	20010704	60
321	20010704	60
321	20010704	60
321	20010704	70
321	20010704	70
321	20010704	70
321	20010704	80
321	20010704	90
321	20010704	90
321	20010704	90
321	20010705	80
321	20010705	80
321	20010705	80
321	20010705	80
321	20010705	70
321	20010705	70
321	20010705	70
321	20010705	70
321	20010705	80
321	20010705	70
321	20010705	80
321	20010705	80
321	20010705	70
321	20010705	50
321	20010705	40
321	20010705	40
321	20010705	30
321	20010705	20
321	20010705	20
321	20010705	30
321	20010705	30
321	20010705	60
321	20010705	40
321	20010705	30
321	20010706	60
321	20010706	120
321	20010706	90
321	20010706	40
321	20010706	70
321	20010706	60
321	20010706	50
321	20010706	60
321	20010706	50
321	20010706	20
321	20010706	10
321	20010706	0
321	20010706	10
321	20010706	60
321	20010706	50
321	20010706	50
321	20010706	30
321	20010706	50
321	20010706	50
321	20010706	60
321	20010706	50
321	20010706	40
321	20010706	70
321	20010706	60
321	20010707	80
321	20010707	30
321	20010707	20
321	20010707	50
321	20010707	50
321	20010707	30
321	20010707	40
321	20010707	30
321	20010707	30
321	20010707	30
321	20010707	20
321	20010707	40
321	20010707	40
321	20010707	30
321	20010707	40
321	20010707	30
321	20010707	20
321	20010707	20
321	20010707	40
321	20010707	50
321	20010707	50
321	20010707	40
321	20010707	40
321	20010707	40
321	20010708	50
321	20010708	60
321	20010708	50
321	20010708	50
321	20010708	50
321	20010708	60
321	20010708	50
321	20010708	70
321	20010708	70
321	20010708	50
321	20010708	50
321	20010708	70
321	20010708	70
321	20010708	80
321	20010708	80
321	20010708	80
321	20010708	90
321	20010708	80
321	20010708	80
321	20010708	80
321	20010708	80
321	20010708	80
321	20010708	80
321	20010708	60
321	20010709	50
321	20010709	30
321	20010709	40
321	20010709	50
321	20010709	50
321	20010709	50
321	20010709	60
321	20010709	60
321	20010709	60
321	20010709	50
321	20010709	60
321	20010709	60
321	20010709	60
321	20010709	70
321	20010709	70
321	20010709	80
321	20010709	80
321	20010709	90
321	20010709	80
321	20010709	80
321	20010709	70
321	20010709	90
321	20010709	90
321	20010709	90
321	20010710	80
321	20010710	80
321	20010710	80
321	20010710	80
321	20010710	80
321	20010710	80
321	20010710	80
321	20010710	90
321	20010710	80
321	20010710	100
321	20010710	110
321	20010710	100
321	20010710	110
321	20010710	140
321	20010710	150
321	20010710	150
321	20010710	140
321	20010710	150
321	20010710	160
321	20010710	160
321	20010710	170
321	20010710	130
321	20010710	120
321	20010710	130
321	20010711	130
321	20010711	140
321	20010711	150
321	20010711	150
321	20010711	140
321	20010711	150
321	20010711	150
321	20010711	150
321	20010711	160
321	20010711	140
321	20010711	160
321	20010711	160
321	20010711	170
321	20010711	170
321	20010711	160
321	20010711	160
321	20010711	170
321	20010711	150
321	20010711	130
321	20010711	120
321	20010711	120
321	20010711	120
321	20010711	120
321	20010711	120
321	20010712	120
321	20010712	130
321	20010712	120
321	20010712	120
321	20010712	120
321	20010712	110
321	20010712	110
321	20010712	100
321	20010712	90
321	20010712	100
321	20010712	100
321	20010712	100
321	20010712	120
321	20010712	110
321	20010712	110
321	20010712	120
321	20010712	130
321	20010712	130
321	20010712	120
321	20010712	120
321	20010712	110
321	20010712	110
321	20010712	110
321	20010712	120
321	20010713	90
321	20010713	110
321	20010713	110
321	20010713	100
321	20010713	100
321	20010713	110
321	20010713	100
321	20010713	90
321	20010713	100
321	20010713	90
321	20010713	110
321	20010713	120
321	20010713	120
321	20010713	120
321	20010713	110
321	20010713	110
321	20010713	120
321	20010713	110
321	20010713	100
321	20010713	90
321	20010713	90
321	20010713	80
321	20010713	70
321	20010713	60
321	20010714	50
321	20010714	50
321	20010714	50
321	20010714	50
321	20010714	30
321	20010714	40
321	20010714	40
321	20010714	40
321	20010714	50
321	20010714	40
321	20010714	50
321	20010714	60
321	20010714	50
321	20010714	50
321	20010714	50
321	20010714	60
321	20010714	70
321	20010714	70
321	20010714	70
321	20010714	70
321	20010714	60
321	20010714	70
321	20010714	70
321	20010714	60
321	20010715	70
321	20010715	70
321	20010715	80
321	20010715	60
321	20010715	60
321	20010715	50
321	20010715	50
321	20010715	40
321	20010715	40
321	20010715	40
321	20010715	30
321	20010715	40
321	20010715	40
321	20010715	30
321	20010715	20
321	20010715	10
321	20010715	10
321	20010715	10
321	20010715	10
321	20010715	20
321	20010715	20
321	20010715	20
321	20010715	20
321	20010715	20
321	20010716	30
321	20010716	0
321	20010716	0
321	20010716	10
321	20010716	10
321	20010716	10
321	20010716	20
321	20010716	20
321	20010716	10
321	20010716	10
321	20010716	10
321	20010716	10
321	20010716	0
321	20010716	10
321	20010716	10
321	20010716	30
321	20010716	40
321	20010716	50
321	20010716	50
321	20010716	60
321	20010716	60
321	20010716	50
321	20010716	60
321	20010716	50
321	20010717	60
321	20010717	70
321	20010717	70
321	20010717	80
321	20010717	80
321	20010717	90
321	20010717	90
321	20010717	80
321	20010717	80
321	20010717	80
321	20010717	80
321	20010717	70
321	20010717	80
321	20010717	70
321	20010717	80
321	20010717	90
321	20010717	100
321	20010717	90
321	20010717	60
321	20010717	80
321	20010717	100
321	20010717	110
321	20010717	130
321	20010717	150
321	20010718	110
321	20010718	90
321	20010718	80
321	20010718	90
321	20010718	130
321	20010718	100
321	20010718	120
321	20010718	120
321	20010718	110
321	20010718	90
321	20010718	90
321	20010718	90
321	20010718	90
321	20010718	100
321	20010718	90
321	20010718	80
321	20010718	70
321	20010718	80
321	20010718	70
321	20010718	80
321	20010718	60
321	20010718	20
321	20010718	20
321	20010718	0
321	20010719	30
321	20010719	30
321	20010719	30
321	20010719	50
321	20010719	30
321	20010719	50
321	20010719	60
321	20010719	60
321	20010719	70
321	20010719	90
321	20010719	80
321	20010719	80
321	20010719	80
321	20010719	80
321	20010719	70
321	20010719	60
321	20010719	60
321	20010719	60
321	20010719	100
321	20010719	120
321	20010719	130
321	20010719	130
321	20010719	90
321	20010719	100
321	20010720	110
321	20010720	90
321	20010720	90
321	20010720	110
321	20010720	130
321	20010720	130
321	20010720	130
321	20010720	110
321	20010720	120
321	20010720	110
321	20010720	90
321	20010720	100
321	20010720	80
321	20010720	70
321	20010720	50
321	20010720	30
321	20010720	10
321	20010720	30
321	20010720	50
321	20010720	60
321	20010720	80
321	20010720	90
321	20010720	100
321	20010720	100
321	20010721	90
321	20010721	90
321	20010721	70
321	20010721	100
321	20010721	80
321	20010721	110
321	20010721	110
321	20010721	110
321	20010721	110
321	20010721	120
321	20010721	110
321	20010721	120
321	20010721	120
321	20010721	110
321	20010721	110
321	20010721	90
321	20010721	90
321	20010721	120
321	20010721	90
321	20010721	100
321	20010721	90
321	20010721	90
321	20010721	90
321	20010721	90
321	20010722	90
321	20010722	80
321	20010722	80
321	20010722	80
321	20010722	80
321	20010722	70
321	20010722	80
321	20010722	70
321	20010722	70
321	20010722	50
321	20010722	50
321	20010722	50
321	20010722	60
321	20010722	50
321	20010722	50
321	20010722	50
321	20010722	50
321	20010722	30
321	20010722	20
321	20010722	20
321	20010722	20
321	20010722	20
321	20010722	10
321	20010722	10
321	20010723	10
321	20010723	20
321	20010723	20
321	20010723	20
321	20010723	20
321	20010723	20
321	20010723	20
321	20010723	20
321	20010723	20
321	20010723	20
321	20010723	20
321	20010723	20
321	20010723	10
321	20010723	30
321	20010723	10
321	20010723	10
321	20010723	10
321	20010723	20
321	20010723	20
321	20010723	20
321	20010723	10
321	20010723	10
321	20010723	10
321	20010723	30
321	20010724	20
321	20010724	10
321	20010724	10
321	20010724	30
321	20010724	30
321	20010724	40
321	20010724	30
321	20010724	30
321	20010724	20
321	20010724	20
321	20010724	10
321	20010724	20
321	20010724	20
321	20010724	10
321	20010724	20
321	20010724	20
321	20010724	40
321	20010724	40
321	20010724	40
321	20010724	30
321	20010724	30
321	20010724	30
321	20010724	30
321	20010724	20
321	20010725	20
321	20010725	30
321	20010725	30
321	20010725	40
321	20010725	30
321	20010725	40
321	20010725	30
321	20010725	30
321	20010725	30
321	20010725	30
321	20010725	30
321	20010725	40
321	20010725	50
321	20010725	50
321	20010725	50
321	20010725	50
321	20010725	40
321	20010725	50
321	20010725	50
321	20010725	40
321	20010725	40
321	20010725	40
321	20010725	40
321	20010725	30
321	20010726	30
321	20010726	20
321	20010726	20
321	20010726	20
321	20010726	20
321	20010726	20
321	20010726	10
321	20010726	20
321	20010726	30
321	20010726	30
321	20010726	20
321	20010726	30
321	20010726	30
321	20010726	40
321	20010726	40
321	20010726	50
321	20010726	40
321	20010726	40
321	20010726	40
321	20010726	50
321	20010726	50
321	20010726	50
321	20010726	50
321	20010726	60
321	20010727	60
321	20010727	60
321	20010727	50
321	20010727	50
321	20010727	60
321	20010727	50
321	20010727	60
321	20010727	60
321	20010727	70
321	20010727	80
321	20010727	70
321	20010727	60
321	20010727	80
321	20010727	90
321	20010727	80
321	20010727	80
321	20010727	70
321	20010727	70
321	20010727	70
321	20010727	60
321	20010727	60
321	20010727	50
321	20010727	50
321	20010727	60
321	20010728	70
321	20010728	70
321	20010728	60
321	20010728	70
321	20010728	50
321	20010728	40
321	20010728	40
321	20010728	40
321	20010728	30
321	20010728	40
321	20010728	40
321	20010728	40
321	20010728	50
321	20010728	40
321	20010728	40
321	20010728	40
321	20010728	40
321	20010728	40
321	20010728	30
321	20010728	30
321	20010728	20
321	20010728	20
321	20010728	10
321	20010728	10
321	20010729	20
321	20010729	20
321	20010729	20
321	20010729	20
321	20010729	10
321	20010729	10
321	20010729	30
321	20010729	40
321	20010729	50
321	20010729	60
321	20010729	50
321	20010729	50
321	20010729	60
321	20010729	60
321	20010729	50
321	20010729	50
321	20010729	60
321	20010729	70
321	20010729	70
321	20010729	80
321	20010729	80
321	20010729	100
321	20010729	90
321	20010729	90
321	20010730	90
321	20010730	70
321	20010730	50
321	20010730	40
321	20010730	40
321	20010730	30
321	20010730	30
321	20010730	30
321	20010730	30
321	20010730	10
321	20010730	10
321	20010730	10
321	20010730	10
321	20010730	10
321	20010730	10
321	20010730	20
321	20010730	20
321	20010730	30
321	20010730	30
321	20010730	30
321	20010730	50
321	20010730	50
321	20010730	40
321	20010730	60
321	20010731	70
321	20010731	60
321	20010731	60
321	20010731	60
321	20010731	50
321	20010731	40
321	20010731	30
321	20010731	60
321	20010731	60
321	20010731	60
321	20010731	60
321	20010731	70
321	20010731	70
321	20010731	50
321	20010731	70
321	20010731	80
321	20010731	70
321	20010731	90
321	20010731	90
321	20010731	100
321	20010731	90
321	20010731	70
321	20010731	70
321	20010731	60
321	20010801	50
321	20010801	50
321	20010801	50
321	20010801	50
321	20010801	50
321	20010801	40
321	20010801	40
321	20010801	40
321	20010801	40
321	20010801	50
321	20010801	50
321	20010801	50
321	20010801	40
321	20010801	50
321	20010801	40
321	20010801	50
321	20010801	50
321	20010801	50
321	20010801	50
321	20010801	60
321	20010801	70
321	20010801	80
321	20010801	70
321	20010801	70
321	20010802	70
321	20010802	70
321	20010802	60
321	20010802	60
321	20010802	60
321	20010802	60
321	20010802	60
321	20010802	60
321	20010802	70
321	20010802	60
321	20010802	70
321	20010802	70
321	20010802	50
321	20010802	30
321	20010802	20
321	20010802	40
321	20010802	40
321	20010802	60
321	20010802	60
321	20010802	40
321	20010802	50
321	20010802	90
321	20010802	80
321	20010802	80
321	20010803	100
321	20010803	110
321	20010803	90
321	20010803	100
321	20010803	80
321	20010803	90
321	20010803	80
321	20010803	80
321	20010803	80
321	20010803	70
321	20010803	70
321	20010803	80
321	20010803	80
321	20010803	80
321	20010803	90
321	20010803	100
321	20010803	100
321	20010803	100
321	20010803	90
321	20010803	100
321	20010803	110
321	20010803	100
321	20010803	80
321	20010803	80
321	20010804	100
321	20010804	90
321	20010804	90
321	20010804	80
321	20010804	70
321	20010804	70
321	20010804	70
321	20010804	70
321	20010804	70
321	20010804	50
321	20010804	60
321	20010804	70
321	20010804	80
321	20010804	80
321	20010804	90
321	20010804	110
321	20010804	110
321	20010804	110
321	20010804	110
321	20010804	120
321	20010804	120
321	20010804	130
321	20010804	110
321	20010804	120
321	20010805	110
321	20010805	110
321	20010805	100
321	20010805	60
321	20010805	50
321	20010805	70
321	20010805	70
321	20010805	70
321	20010805	80
321	20010805	80
321	20010805	70
321	20010805	70
321	20010805	80
321	20010805	60
321	20010805	70
321	20010805	80
321	20010805	80
321	20010805	90
321	20010805	90
321	20010805	100
321	20010805	90
321	20010805	90
321	20010805	90
321	20010805	80
321	20010806	80
321	20010806	90
321	20010806	90
321	20010806	90
321	20010806	90
321	20010806	80
321	20010806	80
321	20010806	70
321	20010806	70
321	20010806	70
321	20010806	90
321	20010806	90
321	20010806	110
321	20010806	130
321	20010806	120
321	20010806	130
321	20010806	140
321	20010806	120
321	20010806	120
321	20010806	110
321	20010806	100
321	20010806	100
321	20010806	80
321	20010806	70
321	20010807	80
321	20010807	100
321	20010807	90
321	20010807	110
321	20010807	100
321	20010807	100
321	20010807	90
321	20010807	80
321	20010807	80
321	20010807	60
321	20010807	70
321	20010807	80
321	20010807	70
321	20010807	50
321	20010807	90
321	20010807	90
321	20010807	80
321	20010807	80
321	20010807	70
321	20010807	60
321	20010807	140
321	20010807	90
321	20010807	110
321	20010807	120
321	20010808	140
321	20010808	150
321	20010808	140
321	20010808	150
321	20010808	140
321	20010808	140
321	20010808	130
321	20010808	130
321	20010808	130
321	20010808	130
321	20010808	130
321	20010808	140
321	20010808	130
321	20010808	120
321	20010808	140
321	20010808	150
321	20010808	120
321	20010808	120
321	20010808	120
321	20010808	120
321	20010808	110
321	20010808	90
321	20010808	80
321	20010808	40
321	20010809	20
321	20010809	20
321	20010809	10
321	20010809	0
321	20010809	10
321	20010809	20
321	20010809	50
321	20010809	40
321	20010809	40
321	20010809	20
321	20010809	30
321	20010809	20
321	20010809	10
321	20010809	0
321	20010809	10
321	20010809	60
321	20010809	60
321	20010809	70
321	20010809	70
321	20010809	60
321	20010809	40
321	20010809	20
321	20010809	20
321	20010809	110
321	20010810	120
321	20010810	80
321	20010810	100
321	20010810	100
321	20010810	80
321	20010810	80
321	20010810	70
321	20010810	70
321	20010810	60
321	20010810	60
321	20010810	50
321	20010810	50
321	20010810	50
321	20010810	40
321	20010810	60
321	20010810	50
321	20010810	30
321	20010810	40
321	20010810	40
321	20010810	30
321	20010810	10
321	20010810	20
321	20010810	40
321	20010810	50
321	20010811	60
321	20010811	50
321	20010811	40
321	20010811	40
321	20010811	60
321	20010811	60
321	20010811	60
321	20010811	70
321	20010811	80
321	20010811	80
321	20010811	70
321	20010811	80
321	20010811	90
321	20010811	100
321	20010811	100
321	20010811	110
321	20010811	100
321	20010811	110
321	20010811	130
321	20010811	130
321	20010811	130
321	20010811	140
321	20010811	130
321	20010811	130
321	20010812	120
321	20010812	120
321	20010812	130
321	20010812	130
321	20010812	130
321	20010812	140
321	20010812	130
321	20010812	130
321	20010812	120
321	20010812	140
321	20010812	140
321	20010812	140
321	20010812	130
321	20010812	110
321	20010812	140
321	20010812	120
321	20010812	140
321	20010812	130
321	20010812	120
321	20010812	120
321	20010812	120
321	20010812	130
321	20010812	120
321	20010812	120
321	20010813	120
321	20010813	120
321	20010813	120
321	20010813	110
321	20010813	110
321	20010813	110
321	20010813	100
321	20010813	100
321	20010813	100
321	20010813	100
321	20010813	80
321	20010813	110
321	20010813	100
321	20010813	120
321	20010813	110
321	20010813	110
321	20010813	100
321	20010813	110
321	20010813	100
321	20010813	90
321	20010813	90
321	20010813	90
321	20010813	90
321	20010813	70
321	20010814	70
321	20010814	70
321	20010814	60
321	20010814	50
321	20010814	50
321	20010814	50
321	20010814	60
321	20010814	50
321	20010814	60
321	20010814	60
321	20010814	50
321	20010814	40
321	20010814	30
321	20010814	20
321	20010814	10
321	20010814	10
321	20010814	20
321	20010814	30
321	20010814	50
321	20010814	50
321	20010814	50
321	20010814	50
321	20010814	50
321	20010814	70
321	20010815	80
321	20010815	80
321	20010815	70
321	20010815	70
321	20010815	70
321	20010815	70
321	20010815	60
321	20010815	60
321	20010815	60
321	20010815	60
321	20010815	60
321	20010815	60
321	20010815	60
321	20010815	60
321	20010815	70
321	20010815	80
321	20010815	50
321	20010815	70
321	20010815	60
321	20010815	60
321	20010815	60
321	20010815	50
321	20010815	80
321	20010815	40
321	20010816	60
321	20010816	50
321	20010816	60
321	20010816	60
321	20010816	80
321	20010816	90
321	20010816	100
321	20010816	110
321	20010816	110
321	20010816	130
321	20010816	120
321	20010816	140
321	20010816	120
321	20010816	110
321	20010816	120
321	20010816	120
321	20010816	110
321	20010816	110
321	20010816	110
321	20010816	110
321	20010816	110
321	20010816	100
321	20010816	100
321	20010816	100
321	20010817	90
321	20010817	90
321	20010817	80
321	20010817	70
321	20010817	60
321	20010817	60
321	20010817	60
321	20010817	50
321	20010817	50
321	20010817	50
321	20010817	40
321	20010817	40
321	20010817	30
321	20010817	20
321	20010817	10
321	20010817	0
321	20010817	20
321	20010817	30
321	20010817	40
321	20010817	60
321	20010817	60
321	20010817	60
321	20010817	60
321	20010817	60
321	20010818	70
321	20010818	70
321	20010818	70
321	20010818	70
321	20010818	70
321	20010818	80
321	20010818	70
321	20010818	60
321	20010818	60
321	20010818	60
321	20010818	60
321	20010818	50
321	20010818	50
321	20010818	50
321	20010818	50
321	20010818	40
321	20010818	40
321	20010818	50
321	20010818	60
321	20010818	50
321	20010818	40
321	20010818	30
321	20010818	30
321	20010818	50
321	20010819	70
321	20010819	80
321	20010819	80
321	20010819	90
321	20010819	90
321	20010819	90
321	20010819	110
321	20010819	100
321	20010819	110
321	20010819	120
321	20010819	90
321	20010819	100
321	20010819	100
321	20010819	90
321	20010819	110
321	20010819	110
321	20010819	100
321	20010819	140
321	20010819	140
321	20010819	130
321	20010819	110
321	20010819	110
321	20010819	110
321	20010819	110
321	20010820	110
321	20010820	120
321	20010820	110
321	20010820	110
321	20010820	100
321	20010820	80
321	20010820	80
321	20010820	80
321	20010820	80
321	20010820	60
321	20010820	60
321	20010820	60
321	20010820	60
321	20010820	40
321	20010820	30
321	20010820	40
321	20010820	40
321	20010820	40
321	20010820	30
321	20010820	20
321	20010820	10
321	20010820	20
321	20010820	30
321	20010820	40
321	20010821	40
321	20010821	40
321	20010821	50
321	20010821	50
321	20010821	50
321	20010821	50
321	20010821	50
321	20010821	40
321	20010821	40
321	20010821	40
321	20010821	40
321	20010821	40
321	20010821	30
321	20010821	20
321	20010821	20
321	20010821	10
321	20010821	0
321	20010821	30
321	20010821	40
321	20010821	40
321	20010821	50
321	20010821	50
321	20010821	50
321	20010821	50
321	20010822	40
321	20010822	30
321	20010822	10
321	20010822	0
321	20010822	10
321	20010822	30
321	20010822	10
321	20010822	0
321	20010822	10
321	20010822	10
321	20010822	20
321	20010822	20
321	20010822	20
321	20010822	30
321	20010822	40
321	20010822	30
321	20010822	40
321	20010822	40
321	20010822	40
321	20010822	40
321	20010822	40
321	20010822	40
321	20010822	40
321	20010822	50
321	20010823	50
321	20010823	50
321	20010823	50
321	20010823	30
321	20010823	30
321	20010823	20
321	20010823	30
321	20010823	30
321	20010823	30
321	20010823	30
321	20010823	30
321	20010823	30
321	20010823	30
321	20010823	20
321	20010823	20
321	20010823	30
321	20010823	40
321	20010823	30
321	20010823	30
321	20010823	30
321	20010823	30
321	20010823	30
321	20010823	40
321	20010823	40
321	20010824	50
321	20010824	50
321	20010824	40
321	20010824	30
321	20010824	40
321	20010824	30
321	20010824	30
321	20010824	30
321	20010824	20
321	20010824	30
321	20010824	20
321	20010824	20
321	20010824	20
321	20010824	10
321	20010824	0
321	20010824	10
321	20010824	20
321	20010824	30
321	20010824	40
321	20010824	40
321	20010824	40
321	20010824	50
321	20010824	40
321	20010824	50
321	20010825	60
321	20010825	60
321	20010825	50
321	20010825	40
321	20010825	40
321	20010825	30
321	20010825	40
321	20010825	50
321	20010825	50
321	20010825	50
321	20010825	40
321	20010825	40
321	20010825	40
321	20010825	60
321	20010825	50
321	20010825	50
321	20010825	40
321	20010825	70
321	20010825	70
321	20010825	70
321	20010825	80
321	20010825	90
321	20010825	100
321	20010825	90
321	20010826	80
321	20010826	70
321	20010826	90
321	20010826	80
321	20010826	70
321	20010826	50
321	20010826	40
321	20010826	50
321	20010826	50
321	20010826	40
321	20010826	60
321	20010826	70
321	20010826	80
321	20010826	100
321	20010826	60
321	20010826	90
321	20010826	80
321	20010826	70
321	20010826	70
321	20010826	50
321	20010826	10
321	20010826	30
321	20010826	50
321	20010826	60
321	20010827	90
321	20010827	90
321	20010827	80
321	20010827	100
321	20010827	100
321	20010827	100
321	20010827	90
321	20010827	80
321	20010827	70
321	20010827	70
321	20010827	70
321	20010827	60
321	20010827	70
321	20010827	70
321	20010827	70
321	20010827	60
321	20010827	60
321	20010827	50
321	20010827	70
321	20010827	50
321	20010827	50
321	20010827	40
321	20010827	50
321	20010827	40
321	20010828	30
321	20010828	40
321	20010828	40
321	20010828	30
321	20010828	30
321	20010828	40
321	20010828	40
321	20010828	30
321	20010828	20
321	20010828	20
321	20010828	10
321	20010828	10
321	20010828	10
321	20010828	20
321	20010828	20
321	20010828	20
321	20010828	20
321	20010828	30
321	20010828	30
321	20010828	50
321	20010828	50
321	20010828	40
321	20010828	30
321	20010828	40
321	20010829	40
321	20010829	40
321	20010829	40
321	20010829	40
321	20010829	40
321	20010829	40
321	20010829	50
321	20010829	50
321	20010829	50
321	20010829	50
321	20010829	40
321	20010829	30
321	20010829	40
321	20010829	40
321	20010829	50
321	20010829	60
321	20010829	70
321	20010829	60
321	20010829	50
321	20010829	70
321	20010829	70
321	20010829	60
321	20010829	60
321	20010829	60
321	20010830	50
321	20010830	50
321	20010830	40
321	20010830	40
321	20010830	30
321	20010830	20
321	20010830	20
321	20010830	20
321	20010830	20
321	20010830	40
321	20010830	50
321	20010830	40
321	20010830	50
321	20010830	40
321	20010830	50
321	20010830	40
321	20010830	50
321	20010830	30
321	20010830	40
321	20010830	30
321	20010830	30
321	20010830	40
321	20010830	20
321	20010830	20
321	20010831	20
321	20010831	30
321	20010831	50
321	20010831	50
321	20010831	50
321	20010831	40
321	20010831	60
321	20010831	60
321	20010831	60
321	20010831	90
321	20010831	90
321	20010831	70
321	20010831	80
321	20010831	70
321	20010831	50
321	20010831	40
321	20010831	50
321	20010831	60
321	20010831	70
321	20010831	100
321	20010831	80
321	20010831	80
321	20010831	90
321	20010831	90
321	20010901	80
321	20010901	90
321	20010901	90
321	20010901	100
321	20010901	120
321	20010901	110
321	20010901	100
321	20010901	100
321	20010901	90
321	20010901	80
321	20010901	70
321	20010901	60
321	20010901	60
321	20010901	50
321	20010901	50
321	20010901	40
321	20010901	40
321	20010901	30
321	20010901	30
321	20010901	40
321	20010901	50
321	20010901	60
321	20010901	60
321	20010901	60
321	20010902	80
321	20010902	90
321	20010902	80
321	20010902	90
321	20010902	90
321	20010902	80
321	20010902	80
321	20010902	90
321	20010902	80
321	20010902	80
321	20010902	90
321	20010902	90
321	20010902	80
