208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061207,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061208,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061209,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061210,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061211,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061212,NaN
208,20061213,NaN
208,20061213,NaN
208,20061213,NaN
208,20061213,NaN
208,20061213,NaN
208,20061213,NaN
208,20061213,NaN
208,20061213,NaN
208,20061213,NaN
208,20061213,NaN
208,20061213,NaN
208,20061213,NaN
208,20061213,NaN
